(0.5,0.75), (1e14,3.47e14), (0, 5.46e5), (0, 5.46e5),
(0.75,1.00), (1e14,6.69e14), (0, 3.46e5), (0, 3.46e5),    
(1.00,1.35), (1e16,1.9e16), (0, 5.85e5), (0, 5.85e5),   
(1.35,1.45), (1e13,5.24e13), (0, 2.82e5), (0, 2.82e5),
(1.45,1.55), (1e11,9.8e11), (0, 2.27e6), (0, 2.27e6)  
