temp_K,intensity_cps
244,17071.9
245,18032.5
246,18882.7
247,19599.7
248,20164.7
249,20564.9
250,20794.0
251,20853.2
252,20750.8
253,20501.8
254,20126.7
255,19650.3
256,19099.8
257,18503.3
258,17888.3
259,17280.3
260,16701.7
261,16171.2
262,15702.8
263,15306.0
264,14985.4
265,14740.8
266,14567.5
267,14456.7
268,14396.2
269,14371.5
270,14366.2
271,14363.9
272,14349.3
273,14309.2
274,14234.0
275,14118.1
276,13961.0
277,13766.7
278,13543.8
279,13304.9
280,13064.9
281,12840.9
282,12650.2
283,12509.7
284,12434.8
285,12438.3
286,12530.1
287,12716.3
288,12998.8
289,13375.4
290,13839.0
291,14378.2
292,14977.1
293,15616.6
294,16274.8
295,16928.5
296,17555.1
297,18134.2
298,18649.7
299,19091.5
300,19456.9
301,19750.9
302,19987.0
303,20186.0
304,20375.0
305,20585.3
306,20850.9
307,21206.3
308,21683.9
309,22312.7
310,23116.4
311,24111.5
312,25306.2
313,26699.2
314,28278.5
315,30021.0
316,31892.2
317,33846.3
318,35828.4
319,37775.9
320,39622.4
321,41301.5
322,42752.1
323,43923.2
324,44778.0
325,45298.3
326,45485.7
327,45362.2
328,44968.5
329,44360.9
330,43606.8
331,42779.8
332,41954.6
333,41202.8
334,40588.4
335,40164.8
336,39972.6
337,40037.4
338,40369.3
339,40961.4
340,41790.6
341,42817.5
342,43987.7
343,45234.1
344,46479.6
345,47641.3
346,48635.5
347,49382.8
348,49814.0
349,49875.2
350,49531.0
351,48767.7
352,47593.1
353,46034.8
354,44137.3
355,41957.5
356,39559.8
357,37011.1
358,34376.7
359,31716.7
360,29083.6
361,26521.1
362,24063.8
363,21736.9
364,19557.6
365,17535.8
366,15675.6
367,13976.1
368,12432.9
369,11039.0
370,9785.6
371,8663.0
372,7660.8
373,6768.5
374,5976.0
375,5273.5
376,4651.8
377,4102.3
378,3617.2
379,3189.3
380,2812.2
381,2479.9
382,2187.2
383,1929.6
384,1702.7
385,1503.0
386,1327.2
387,1172.4
388,1036.1
389,916.1
390,810.3
391,717.1
392,634.9
393,562.4
394,498.4
395,441.9
396,392.1
397,348.0
398,309.1
399,274.6
400,244.2
401,217.2
402,193.3
403,172.1
404,153.4
405,136.7
406,121.9
407,108.8
408,97.2
409,86.8
410,77.6
411,69.4
412,62.1
413,55.6
414,49.8
415,44.6
416,40.0
417,35.9
418,32.2
419,28.9
420,26.0
421,23.4
422,21.0
423,18.9
424,17.0
425,15.3
426,13.8
427,12.4
428,11.2
429,10.1
430,9.1
431,8.3
432,7.5
433,6.7
434,6.1
435,5.5
436,5.0
437,4.5
438,4.1
439,3.7
440,3.4
441,3.1
442,2.8
443,2.5
444,2.3
445,2.1
446,1.9
447,1.7
448,1.6
449,1.4
450,1.3
451,1.2
452,1.1
453,1.0
454,0.9
455,0.8
456,0.8
457,0.7
458,0.6
459,0.6
460,0.5
461,0.5
462,0.4
463,0.4
464,0.4
465,0.3
466,0.3
467,0.3
468,0.3
469,0.2
470,0.2
471,0.2
472,0.2
473,0.2
474,0.2
475,0.1
476,0.1
477,0.1
478,0.1
479,0.1
480,0.1
481,0.1
482,0.1
483,0.1
484,0.1
485,0.1
486,0.1
487,0.1
488,0.1
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,0.0
513,0.0
514,0.0
515,0.0
516,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,0.0
561,0.0
562,0.0
563,0.0
564,0.0
565,0.0
566,0.0
567,0.0
568,0.0
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
