temp_c,intensity_cps
93.37115965,9440.184634
94.37504267,9478.713664
95.28857621,9638.933394
96.60366297,9857.137407
97.71797312,9964.332036
98.57127369,9980.735485
99.78597214,10039.29198
100.8400493,10133.89792
101.8439323,10187.68597
103.0787084,10177.76761
104.112708,10054.551
105.1266298,10094.79667
106.3011729,10266.65141
107.2950171,10349.4316
108.2888613,10353.05562
109.6139869,10461.0132
110.6279088,10416.38056
111.6317918,10389.86801
112.7661796,10405.88998
113.7700626,10286.2974
114.7639068,10239.37591
115.9685664,10259.40337
116.9523718,10219.34844
117.946216,10238.99443
119.2713415,10244.33509
120.2953022,10281.14748
121.2791076,10298.12314
122.5038449,10345.04463
123.4876502,10276.1883
124.4614168,10165.36965
125.6560376,10038.91051
126.6799982,9933.051041
127.6939201,9939.726864
128.8684632,9991.989014
129.9024627,9939.726864
130.8762293,9950.408179
132.1511607,9894.140536
133.1650825,9921.797513
134.1187714,9890.707256
135.2531592,9748.035401
136.2771199,9706.454566
137.3111194,9625.391012
138.4756237,9514.381628
139.4795067,9460.593576
140.4733509,9541.65713
141.5876611,9581.9028
142.5815053,9517.242695
143.5853883,9417.868315
144.609349,9335.088121
145.6333096,9302.662699
146.617115,9248.874647
147.6109592,9204.623484
148.6449587,9153.315023
149.688997,9095.521477
150.6627636,9037.918669
151.6867242,9009.117266
152.8713062,8967.536431
153.9053057,8900.77821
154.8991499,8824.864576
156.0335377,8923.666743
157.0273819,8881.322957
158.0111873,8755.436027
159.1857304,8661.974517
160.2096911,8572.899977
161.2236129,8568.703746
162.518622,8599.22179
163.4823497,8602.082856
164.4661551,8561.837186
165.8013195,8543.52636
166.8052025,8489.356832
167.7789691,8417.830167
168.9836287,8420.691234
170.0176282,8379.491875
171.03155,8254.558633
172.3265591,8151.560235
173.3304422,8123.521782
174.2941698,8127.1458
175.4988295,8171.015488
176.5027125,8188.563363
177.5266732,8188.944839
178.7915658,8060.578317
179.7753711,7964.255741
180.7491377,7944.037537
182.0441468,7912.375067
183.0379909,7838.368811
184.041874,7707.713436
185.3469219,7644.579232
